coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Tue Jun 01 08:34:10 +0000 2021,Warszawa MEiN,,,0,1399645436709855233,,,,pl,,,,14,1399627906603786244,pisorgpl,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minister @MEIN_GOV_PL @CzarnekP w #Warszawa: Podjęliśmy decyzję, aby przeznaczyć 42 mln zł z #MEiN na szkolenia 40 tys. nauczycieli wychowania fizycznego. Trzeba zachęcać dzieci i młodzież do tego, aby ćwiczyły na zajęciach pozalekcyjnych.",https://twitter.com/AnnaDugosz1/status/1399645436709855233,Mon Aug 01 16:38:59 +0000 2011,346656717,false,,237219,4090,3107,18,"Kraków, Polska",Anna Długosz,AnnaDugosz1,156517,,,false
,Tue Jun 01 08:14:04 +0000 2021,UTRUDNIENIA,,https://tvn24.pl/tvnwarszawa/ulice/warszawa-kolizja-w-alei-armii-ludowej-utrudnienia-w-kierunku-ochoty-5109763,1,1399640377255251968,,,,pl,,false,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","#UTRUDNIENIA | W alei Armii Ludowej na wysokości Marszałkowskiej samochód osobowy zderzył się z ciężarowym. 

https://t.co/XfTaZOOD3D",https://twitter.com/tvnwarszawa/status/1399640377255251968,Tue May 12 19:02:00 +0000 2009,39568364,false,"Najszybsze informacje i zawsze aktualny serwis wideo z Warszawy.

Członek rodziny @tvn24.",10,334535,21,427,Warszawa,TVN Warszawa,tvnwarszawa,86124,,http://www.tvnwarszawa.pl,true
,Tue Jun 01 08:19:29 +0000 2021,,,"https://warszawa.wyborcza.pl/warszawa/7,54420,27150939,jan-spiewak-przegral-proces-z-bylym-wiceprezydentem.html",5,1399641740307468289,,,,pl,,false,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Aktywista miejski Jan Śpiewak przegrał proces z Jackiem Wojciechowiczem, byłym wiceprezydentem Warszawy. Śpiewak utrzymywał, że wiceprezydenta zwolniono w związku z aferą reprywatyzacyjną. https://t.co/Z0bVj2IOQS",https://twitter.com/GazetaStoleczna/status/1399641740307468289,Wed May 14 12:06:47 +0000 2014,2494096068,false,"Wyborcza Warszawa. Najlepsze i najszybsze wiadomości z Warszawy,
Agora S.A. przetwarza dane w związku z prowadzeniem profilu. Więcej: https://t.co/etuQfiKK9b",254,19221,365,152,,Wyborcza.pl Warszawa,GazetaStoleczna,40364,,http://warszawa.wyborcza.pl,false
,Tue Jun 01 08:34:44 +0000 2021,,,,7,1399645578284371970,MiastoJestNasze,1399645244287819776,1960626020,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@MiastoJestNasze @WTP_Warszawa @CzajkowskiKuba @JanMencwel @trzaskowski_ @molszew77 @TrnsprtPblczn @Lukasz_Malin Od poniedziałku strefy odjeżdżają do krainy wiecznych objazdów :-),https://twitter.com/LukaszFilipczak/status/1399645578284371970,Thu Jul 25 13:04:58 +0000 2013,1620323210,false,"komunikacja miejska; kolej miejska, regionalna i dalekobieżna; urbanistyka; rowery; miasto.",13801,499,900,7,"Warszawa, PL",Łukasz Filipczak,LukaszFilipczak,5576,,,false
,Tue Jun 01 08:48:14 +0000 2021,,,,0,1399648973921701888,,,,pl,,,,6,1398941034709667842,EUinPL,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Stęskniliście się za przygodami, które można przeżyć razem w mieście? 12 czerwca zapraszamy Was do udziału w grze miejskiej Kierunek Europa, którą organizujemy w ramach obchodów #DzieńEuropy. 

Widzimy się w @gdansk, @krakow_pl, @warszawa, @wroclaw_info. 

Informacje i zapisy. 👇",https://twitter.com/PE_Wroclaw/status/1399648973921701888,Fri Jan 11 10:14:23 +0000 2013,1079185771,false,"❗ Konto nieaktywne.
Aktualne informacje z Parlamentu Europejskiego 🇪🇺 dotyczące Polski 🇵🇱 znajdziesz na @Europarl_PL.",3383,2506,474,56,ul. Widok 10 Wrocław,PE we Wrocławiu – konto ZARCHIWIZOWANE,PE_Wroclaw,4778,,http://www.europarl.europa.eu/wroclaw,true
,Tue Jun 01 08:10:27 +0000 2021,,,,0,1399639465627430915,K_Galecka,1399346720656576513,1236995208711147500,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@K_Galecka @ZDM_Warszawa Czy jest sens inwestować teraz, gdy za kilka lat rondo ma być zlikwidowane i przerobione na normalne skrzyżowanie?",https://twitter.com/jasiniaq/status/1399639465627430915,Fri Nov 04 18:37:00 +0000 2011,405012151,false,,2575,44,708,3,,Grzegorz Jasiniak,jasiniaq,4029,,,false
,Tue Jun 01 08:42:51 +0000 2021,wyborcza,,"https://warszawa.wyborcza.pl/warszawa/7,54420,27150939,jan-spiewak-przegral-proces-z-bylym-wiceprezydentem.html?utm_source=facebook.com&utm_medium=SM&utm_campaign=FB_Gazeta_Wyborcza",0,1399647621019586562,,,,pl,,false,,16,1399639039431565314,gazeta_wyborcza,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Jan Śpiewak przegrał proces z byłym wiceprezydentem #wyborcza https://t.co/mDcDWBii0X,https://twitter.com/EGramse/status/1399647621019586562,Mon Mar 26 18:00:17 +0000 2018,978330812981669889,false,"Rozsądek,poczucie humoru,spory dystans do siebie, ogromna miłość do zwierząt i do dobrych ludzi;)
@PolsceWilk",183201,2136,1584,10,"Gniezno, Polska",kobieta Elżbieta #TerazBędzieLepszaZmiana,EGramse,115641,,,false
,Tue Jun 01 08:27:16 +0000 2021,,,,1,1399643698191900672,pulpxpunk,1399642784857006081,2226705775,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@Libertas911 @AM_Zukowska @K_Galecka @ZDM_Warszawa jestem na tyle stary, że pamiętam płacze nad ograniczeniami ruchu i przebudową na nowym świecie, jak bardzo to się nie sprawdzi i jak nie można dostosowywać miasta pod ludzi gdy najważniejsza jest komunikacja

dziś nikt nie wyobraża sobie tej części miasta wyglądającej inaczej",https://twitter.com/pulpxpunk/status/1399643698191900672,Mon Dec 02 13:52:51 +0000 2013,2226705775,false,slavnarchy,18980,229,1418,3,"Warszawa, Polska",Jacob Goretzky,pulpxpunk,9159,,,false
,Tue Jun 01 08:50:29 +0000 2021,,,,0,1399649543084556288,,,,pl,,,,84,1399640757523386368,KapenGenezyp,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Jasio, który nie panuje nad swoją jadaczką, znowu przegrał proces. 
Młody jest. Ciekawe ile się tego nazbiera przez kolejne lata? 
https://t.co/cc0AQFHY1z",https://twitter.com/iwona_jedynak/status/1399649543084556288,Mon Jul 27 14:34:48 +0000 2020,1287758236574261248,false,,51329,365,536,1,"Łódź, Polska",Iwona Jedynak 🇵🇱🇪🇺,iwona_jedynak,17565,,,false
,Tue Jun 01 08:09:59 +0000 2021,,,"https://warszawa.wyborcza.pl/warszawa/7,54420,27150939,jan-spiewak-przegral-proces-z-bylym-wiceprezydentem.html",3,1399639350728613889,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Patoaktywista znów przegrał.

https://t.co/HkNSoahJ3G",https://twitter.com/warsawreceiver/status/1399639350728613889,Mon Jan 11 15:53:18 +0000 2021,1348659214743461890,false,"Czytam. Czasami komentuję. Polski patriota, czyli: Putin chujło, jebać PiS, wyjebać Konfederację. Ukraina zwycięży. Kocham córkę.

@warsawreceiver@mastodon.pl",8341,943,836,1,,warsawreceiver,warsawreceiver,4171,,,false
,Tue Jun 01 08:46:30 +0000 2021,Warszawa MEiN,,,0,1399648537051336706,,,,pl,,,,14,1399627906603786244,pisorgpl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minister @MEIN_GOV_PL @CzarnekP w #Warszawa: Podjęliśmy decyzję, aby przeznaczyć 42 mln zł z #MEiN na szkolenia 40 tys. nauczycieli wychowania fizycznego. Trzeba zachęcać dzieci i młodzież do tego, aby ćwiczyły na zajęciach pozalekcyjnych.",https://twitter.com/MCirkot/status/1399648537051336706,Tue Apr 23 15:56:08 +0000 2019,1120718001802809344,false,🇵🇱 w ❤,22782,1655,1154,13,,Magdalena Cirkot,MCirkot,3058,,,false
,Tue Jun 01 08:38:55 +0000 2021,,,,0,1399646632040357890,,,,pl,,,,4,1399645731678478337,BWicinski,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Aktywista ma ponadto przekazać 10 tys. zł na rzecz Fundacji Warszawskie Hospicjum dla Dzieci. Śpiewak ma też zwrócić Wojciechowiczowi ok. 4 tys. zł kosztów postępowania sądowego."" Zrzutka?😉https://t.co/wTJq5KFeOa",https://twitter.com/wredny07/status/1399646632040357890,Sun Oct 26 19:00:02 +0000 2014,2878597548,false,"profil prywatny; polityka&sprawy społeczne; Polska może być najlepszym miejscem do życia! Neobolszewia nie przejdzie, katotaliban też nie!",117084,677,834,20,,Wojciech Rumiński,wredny07,78921,,,false
,Tue Jun 01 08:36:40 +0000 2021,,,,0,1399646063175286784,,,,pl,,,,84,1399640757523386368,KapenGenezyp,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Jasio, który nie panuje nad swoją jadaczką, znowu przegrał proces. 
Młody jest. Ciekawe ile się tego nazbiera przez kolejne lata? 
https://t.co/cc0AQFHY1z",https://twitter.com/drusers/status/1399646063175286784,Mon Nov 28 18:57:30 +0000 2011,423628210,false,"🇵🇱🇪🇺🇺🇲🇮🇱🇺🇦
""Kto mieszka w Polsce, w cyrku się nie śmieje""",16503,1589,2553,5,,⚡drusers# SilniRazem# ***** ***,drusers,41339,,,false
,Tue Jun 01 08:17:16 +0000 2021,,,,1,1399641179864678403,MiastoUrsynow,1399640756218957824,3075058271,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@MiastoUrsynow @GDDKiA_Warszawa Nieprawdopodobne to jest. W prywatnym biznesie, ktoś olewający poważne sprawy będące w zakresie jego kompetencji najpóźniej po roku wyleciałby na zbitą buzię z pracy.",https://twitter.com/rosiu36/status/1399641179864678403,Mon Mar 08 15:06:51 +0000 2010,121140830,false,"ojciec*3; wolny; sędzia @PFL_liga; fan i komentator NFL; wielbiciel seriali; 🍺 geek; cybersec evangelist (@CERT_OPL); CEH; psycholog; #RaiderNation, sadly 😥",28909,933,92,27,"Warszawa, Polska",Michał Rosiak,rosiu36,39160,,http://biuroprasowe.orange.pl/lista-blogerow/michalrosiak/,false
,Tue Jun 01 08:39:55 +0000 2021,,,,0,1399646881756717057,,,,pl,,,,84,1399640757523386368,KapenGenezyp,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Jasio, który nie panuje nad swoją jadaczką, znowu przegrał proces. 
Młody jest. Ciekawe ile się tego nazbiera przez kolejne lata? 
https://t.co/cc0AQFHY1z",https://twitter.com/PaweGrzegorczy1/status/1399646881756717057,Tue Dec 17 19:23:31 +0000 2013,2250864506,false,"ŚcieżkiBłęduSąRóżneINieskończone
władzaPis(opricznina)=żywa Korupcja 
(nacjonalizm, religia, resursy((imperium/dominium)), media, populus)
{wPRL:religia=ZSRR}",862809,7476,7979,13,,Anty bakiewicz Robert,PaweGrzegorczy1,635452,,,false
,Tue Jun 01 08:14:45 +0000 2021,,,,2,1399640549922152451,,,,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@Libertas911 @AM_Zukowska @K_Galecka @ZDM_Warszawa dla ludzi,https://twitter.com/pulpxpunk/status/1399640549922152451,Mon Dec 02 13:52:51 +0000 2013,2226705775,false,slavnarchy,18980,229,1418,3,"Warszawa, Polska",Jacob Goretzky,pulpxpunk,9159,,,false
,Tue Jun 01 08:47:28 +0000 2021,,,,0,1399648781830918146,,,,pl,,,1399260821205786624,8,1399647458175733764,ZDM_Warszawa,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","🚶Dziś weszły w życie przepisy, które zapewniają pieszym pierwszeństwo na przejściach. To ważny krok do zwiększenia bezpieczeństwa. Ponieważ ZDM od lat działa w tym kierunku, to wierzymy, że nasze starania w połączeniu z nowymi regulacjami przyniosą dalszą poprawę bezpieczeństwa. https://t.co/gPYsoleGeX",https://twitter.com/warszawa/status/1399648781830918146,Wed Oct 06 14:07:01 +0000 2010,199290168,false,Oficjalny profil miasta stołecznego Warszawy | The official account of the Capital City of Warsaw,15095,314425,201,277,"Warszawa, Polska",Warszawa,warszawa,41906,,https://www.um.warszawa.pl,false
,Tue Jun 01 08:41:29 +0000 2021,,https://twitter.com/namazowszu/status/1399647277694787588/photo/1,https://namazowszu.pl/pl/news/warszawa-w-weekendy-ulice-nowy-swiat-i-krakowskie-przedmiescie-zmieniaja-sie-w-deptak,0,1399647277694787588,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",(Warszawa) W weekendy ulice Nowy Świat i Krakowskie Przedmieście zmieniają się w deptak. https://t.co/aNdAcSLGLi https://t.co/eTOHXgKkUj,https://twitter.com/namazowszu/status/1399647277694787588,Tue Jul 16 11:55:15 +0000 2019,1151097963453788160,false,"Portal informacyjny z terenu Mazowsza. 
Mazowsze, Warszawa - Wydarzenia, Kultura, Sport, Rozrywka",264,173,78,3,"Mazowieckie, Polska",namazowszu.pl,namazowszu,2266,,http://www.namazowszu.pl,false
,Tue Jun 01 08:45:34 +0000 2021,,,"https://warszawa.wyborcza.pl/warszawa/7,54420,27120842,zmieniaja-nazwy-ulic-barwna-znika-w-cieniu-blokow-a-na-widocznej.html https://twitter.com/URSYNOW_ORG_PL/status/1399623796265476096",0,1399648303625781250,,,,pl,,false,1399623796265476096,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",O planowanych zmianach nazw ulic i zniesieniu ostatniego kawałka ul. Barwnej pisałem w relacji z ostatniej komisji nazewnictwa Rady Warszawy: https://t.co/k2VvV9FyH5 https://t.co/08L34A7Rd4,https://twitter.com/jarek_osowski/status/1399648303625781250,Thu Oct 23 11:32:53 +0000 2014,2841848969,false,"Dziennikarz, Gazeta Wyborcza -
transport, drogi, inwestycje i stołeczny samorząd",295,4805,462,79,Warszawa,Jarosław Osowski,jarek_osowski,29255,,http://autobusczerwony.blox.pl,false
,Tue Jun 01 08:26:52 +0000 2021,Warszawa MEiN,,,0,1399643597285298177,,,,pl,,,,14,1399627906603786244,pisorgpl,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minister @MEIN_GOV_PL @CzarnekP w #Warszawa: Podjęliśmy decyzję, aby przeznaczyć 42 mln zł z #MEiN na szkolenia 40 tys. nauczycieli wychowania fizycznego. Trzeba zachęcać dzieci i młodzież do tego, aby ćwiczyły na zajęciach pozalekcyjnych.",https://twitter.com/WojtekKowalcz13/status/1399643597285298177,Thu Mar 21 13:47:55 +0000 2019,1108726936132636672,false,"Polak.  Patriota. Leśnik.
Prawo i Sprawiedliwość. Opinie prywatne.",37920,1954,1295,6,,Wojciech Kowalczyk,WojtekKowalcz13,14388,,,false
,Tue Jun 01 08:45:34 +0000 2021,,,,0,1399648303403393025,,,,pl,,,,6,1398941034709667842,EUinPL,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Stęskniliście się za przygodami, które można przeżyć razem w mieście? 12 czerwca zapraszamy Was do udziału w grze miejskiej Kierunek Europa, którą organizujemy w ramach obchodów #DzieńEuropy. 

Widzimy się w @gdansk, @krakow_pl, @warszawa, @wroclaw_info. 

Informacje i zapisy. 👇",https://twitter.com/Borys44315978/status/1399648303403393025,Sat Jan 09 19:25:22 +0000 2021,1347987623445471237,false,🇵🇱🇨🇵🇪🇺🇷🇺,36580,576,718,1,"Paris, France",Borys,Borys44315978,43348,,,false
,Tue Jun 01 08:47:38 +0000 2021,,https://twitter.com/warszawa/status/1399619525709111300/photo/1,,0,1399648825665544192,,,,pl,,false,,1,1399619525709111300,warszawa,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Najmłodszym warszawiankom i warszawiakom z okazji Dnia Dziecka życzymy spełnienia marzeń❗🥰❤️ https://t.co/FcMNEZa56b,https://twitter.com/Bielany_Love/status/1399648825665544192,Sat May 21 19:37:34 +0000 2016,734105873405071360,false,#Metro #GaleriaMłociny #AWF #UKSW #Ratusz #SzpitalBielański #Lotnisko #MostPółnocny #LasBielański #Dewajtis #Baseny #Wisłostrada #KępaPotocka #bielany #warszawa,6522,673,4975,7,"Warszawa, Mazowieckie, Polska",Poznaj najlepsze miejsce do życia.Warszawa Bielany,Bielany_Love,4976,,,false
,Tue Jun 01 08:30:57 +0000 2021,Warszawa WFzAWF,,,0,1399644627494391810,,,,pl,,,,5,1399633424063909889,MEIN_GOV_PL,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minister @CzarnekP w #Warszawa do nauczycieli: - Dziękuję za udział w #WFzAWF. To dla nas zaszczyt. Ciesze się, że ta znakomita oferta, przygotowana dla nauczycieli wychowania fizycznego przez #AWF, spotkała się z tak dużym odzewem. Zgłosiło się ok. 40 tys. nauczycieli. https://t.co/m3FcXfFV9Z",https://twitter.com/Bartek93794875/status/1399644627494391810,Sun Apr 19 12:51:49 +0000 2020,1251855958575366150,false,"Bartekg #PiS

Wierny PiS, przeciw nowej Polskiej Targowicy. Młody konserwatysta, patriota i katolik chrześcijański.",507429,2664,2476,16,,Bartek Grzebalski 🇵🇱♥💪✝️,Bartek93794875,890103,,,false
,Tue Jun 01 08:36:12 +0000 2021,,https://twitter.com/WKUSiedlce/status/1399645948498874368/photo/1,https://www.zostanzolnierzem.pl/,2,1399645948498874368,,,,pl,,false,,2,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","18 Dywizja Zmechanizowana prowadzi kwalifikacje do służby w garnizonach Biała Podlaska, Chełm, Jarosław, Kłodzko, Przemyśl, Rzeszów, Warszawa-Wesoła,  Zamość.
A droga do wojska prowadzi przez stronę https://t.co/qvK6xYM0pT!!!
Masz pytania-zgłoś się do WKU! https://t.co/RYWFq53O8W",https://twitter.com/WCRSiedlce/status/1399645948498874368,Fri Nov 10 13:13:49 +0000 2017,928973974536585217,false,"Witamy na oficjalnym profilu Wojskowego Centrum Rekrutacji w Siedlcach. #ZostańŻołnierzem https://t.co/SAJEg2JldM 🇵🇱
tel. 261 351 305",5248,498,80,4,"Siedlce, Polska",WCR Siedlce,WCRSiedlce,3130,,http://wcrsiedlce.wp.mil.pl,false
,Tue Jun 01 08:34:20 +0000 2021,,,,0,1399645476232871936,EwelDlugolecka,1399221196739301380,1284086617,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@EwelDlugolecka Słupki i śmieci - to jak Warszawa za władzy rt,https://twitter.com/A_G_Ortega/status/1399645476232871936,Tue Sep 01 18:52:06 +0000 2020,1300869024067223558,false,"Jeśli bierzesz mnie na serio to możesz mnie przedawkować.

👉 SHITPOST FOREVER ❤️

Raz sierpem, raz młotem, raz z pieskiem, raz z kotem.",56185,2617,1146,26,🌍 Gaian Embassy of Reptilians,Armando Guillermo Ortega Rayón 🌮,A_G_Ortega,30490,,,false
,Tue Jun 01 08:12:48 +0000 2021,,,,2,1399640056202248192,bartiniPL,1399616557043666945,162319414,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@bartiniPL @ZDM_Warszawa Stanie w korku ""w zamian"" za tramwaj frustruje. Ale mnie jeszcze bardziej mierzi ponad tydzień prac na jednym skrzyżowaniu i nie ruszenie całego zamkniętego odcinka. Za 2-3 lata znow zamkną żeby robić od stawki do solidarności.",https://twitter.com/KJ_pl/status/1399640056202248192,Sun Dec 04 15:27:00 +0000 2011,428280028,false,"ERTMS, railways, transport, nature.",442,39,488,0,"Warszawa, Polska",Krzysiek Jaworski,KJ_pl,189,,,false
,Tue Jun 01 08:11:30 +0000 2021,,,,1,1399639731613413379,AM_Zukowska,1399632803944411136,941899796,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@AM_Zukowska @K_Galecka @ZDM_Warszawa Może gdzieś na granicy Mazowsza i Białorusi??,https://twitter.com/Lewarro/status/1399639731613413379,Tue Sep 26 18:13:29 +0000 2017,912741930886483970,false,zaszczepię się w pierwszym możliwym terminie 💉💉💉,180325,467,1214,8,,Tomek Andrzejczak 🇵🇱🇪🇺🇺🇦***** ***,Lewarro,31998,,,false
,Tue Jun 01 08:20:35 +0000 2021,wyborcza,,"https://warszawa.wyborcza.pl/warszawa/7,54420,27150939,jan-spiewak-przegral-proces-z-bylym-wiceprezydentem.html?utm_source=facebook.com&utm_medium=SM&utm_campaign=FB_Gazeta_Wyborcza",0,1399642015697182722,,,,pl,,false,,16,1399639039431565314,gazeta_wyborcza,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Jan Śpiewak przegrał proces z byłym wiceprezydentem #wyborcza https://t.co/mDcDWBii0X,https://twitter.com/pe_te_w/status/1399642015697182722,Wed Nov 23 10:52:40 +0000 2016,801377921759899649,false,"Ważne są tylko te dni, których jeszcze nie znamy... #SilniRazem",484393,1220,1497,1,Polska,Petew,pe_te_w,255956,,,false
,Tue Jun 01 08:25:00 +0000 2021,,,,0,1399643129188388864,,,,pl,,,,19,1399643039279325184,trzaskowski_,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","1.06 obchodzimy jeszcze jedno święto - 30 lat @SMWarszawa! Dziękujemy Wam za służbę i zaangażowanie na co dzień oraz za poświęcenie i wsparcie w trudniejszych momentach. Pomagacie nie tylko nam - mieszkańcom, ale także zwierzakom w @warszawa🙂 Dziękujemy, że możemy na Was liczyć! https://t.co/Mqm37K18oO",https://twitter.com/warszawa/status/1399643129188388864,Wed Oct 06 14:07:01 +0000 2010,199290168,false,Oficjalny profil miasta stołecznego Warszawy | The official account of the Capital City of Warsaw,15095,314425,201,277,"Warszawa, Polska",Warszawa,warszawa,41906,,https://www.um.warszawa.pl,false
,Tue Jun 01 08:26:05 +0000 2021,,,,1,1399643399716737026,trzaskowski_,1399643039279325184,370112160,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@trzaskowski_ @SMWarszawa @warszawa Walu, Spejson i Wojtas z Blok Ekipy nie lubią SM.",https://twitter.com/pikobello21/status/1399643399716737026,Tue Nov 24 21:52:56 +0000 2015,4267703895,false,***** ***,125042,1078,1075,10,,Pikobello,pikobello21,35834,,,false
,Tue Jun 01 08:21:51 +0000 2021,,,,12,1399642336007790594,BaranowskaKam,1399641901188497412,492174111,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@BaranowskaKam Podobno Warszawa jednak nie stanęła w korkach. Łukasz Warzecha nas oszukał! 😂,https://twitter.com/_zboral/status/1399642336007790594,Sun Oct 09 21:24:21 +0000 2011,387912773,false,"dziennikarz, ekspert tematyki BRD, szef portalu https://t.co/XMg6RemadL oraz II sekretarz tygodnika https://t.co/D8j8Fjh5Yi Wcześniej Rz, Metro...",69349,9302,1095,104,"Warszawa, Polska",Łukasz Zboralski,_zboral,100859,,http://brd24.pl,false
,Tue Jun 01 08:25:01 +0000 2021,,,"https://warszawa.wyborcza.pl/warszawa/7,54420,27147639,lex-deweloper-sie-zmienia-inwestorzy-widza-ze-inwestycji-nie.html?_ga=2.196943468.1954447481.1622443920-1505539005.1618244584#S.MT_wawa-K.C-B.4-L.1.maly",12,1399643133261103104,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ojej. Po latach nagonki na Lex Deweloper nagle okazuje się, że to wcale nie są złe przepisy, bo deweloper nie może budować co mu się zachce, tylko to na co zgodzi się rada miasta/gminy.

https://t.co/uwbXl6CfkN",https://twitter.com/bartosz_pilat/status/1399643133261103104,Fri Aug 26 23:05:14 +0000 2011,362757431,false,"""Pan Samochodzik Beta jadąc do Babadag jak Stasiuk""

kiedy mam dobry nastrój, jestem z Górnych Węgier",15103,1921,449,30,poland,bartosz_pilat,bartosz_pilat,51269,,,false
,Tue Jun 01 08:16:04 +0000 2021,,,https://strefainwestorow.pl/wiadomosci/20210601/mostostal-warszawa-podpisal-umowe-o-wartosci-418-mln-zl,0,1399640880890400769,,,,pl,,false,,0,,,"<a href=""https://strefainwestorow.pl"" rel=""nofollow"">Strefa Inwestorów</a>","Mostostal Warszawa podpisał umowę o wartości 41,8 mln zł https://t.co/LOSBQy6rHR",https://twitter.com/strefainw/status/1399640880890400769,Mon Nov 14 10:24:24 +0000 2016,798109319904587777,false,"Analizujemy, informujemy, edukujemy i blogujemy. Inwestycje, giełda, gospodarka - oficjalne konto https://t.co/oLf2QOdCwO",4167,26498,956,0,"Warszawa, Polska",Strefa Inwestorów,strefainw,84810,,https://strefainwestorow.pl,false
,Tue Jun 01 08:34:53 +0000 2021,,,,1,1399645616142159872,MiastoUrsynow,1399640756218957824,3075058271,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@MiastoUrsynow @rosiu36 @GDDKiA_Warszawa to akurat najbardziej potrzebne z uwagi na bezpieczeństwo.,https://twitter.com/Ty2_911/status/1399645616142159872,Thu May 27 16:26:38 +0000 2010,148793248,false,"Forumek frondy, rebelya, adverecundiam, excathedra 🇺🇦🇵🇱
Ocieplam klimat",493707,2370,4461,55,"Warszawa, Polska",lupus71 🇵🇱🇺🇦,Ty2_911,196556,,,false
,Tue Jun 01 08:30:53 +0000 2021,Warszawa,,,0,1399644606975942658,,,,pl,,,,5,1399634180925964288,MEIN_GOV_PL,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minister @CzarnekP w #Warszawa do nauczycieli: - Dziękuję, że mają Państwo w sobie ogromne pokłady odpowiedzialności za młodych ludzi. Oni czekują od Was wsparcia w odbudowie kondycji fizycznej. Dziękuję rektorowi i całemu zespołowi #AWF za przygotowanie programu #WFzAWF. https://t.co/omwblS2blz",https://twitter.com/Bartek93794875/status/1399644606975942658,Sun Apr 19 12:51:49 +0000 2020,1251855958575366150,false,"Bartekg #PiS

Wierny PiS, przeciw nowej Polskiej Targowicy. Młody konserwatysta, patriota i katolik chrześcijański.",507429,2664,2476,16,,Bartek Grzebalski 🇵🇱♥💪✝️,Bartek93794875,890103,,,false
,Tue Jun 01 08:27:11 +0000 2021,,,,1,1399643677362950147,AM_Zukowska,1399632803944411136,941899796,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@AM_Zukowska @K_Galecka @ZDM_Warszawa A po co? Jeśli można komfortowo objechać samochodem,https://twitter.com/Jan85598078/status/1399643677362950147,Sat Mar 06 13:50:37 +0000 2021,1368197158449668096,false,"Nic to - powiedział Pan Wołodyjowski i wysadził się w powietrze
Głowa służy do myślenia
Wrażenie, że można wygrać wybory na TT jest błędne",25581,526,804,0,,Jan,Jan85598078,9389,,,false
